Key,Description,Standard,pt-br,uk,ru
SAY.Final.160.Miss,,"Well, the world might be doomed, but I’m trying to make it at least relatively livable for the next generation.{wc}I target people in power, Ellie. People who do these things for fun, just for a short adrenaline boost and a flow of bloody cash.{wc}You know what that motel was used for? Storing the trafficked victims.{wc}And you know who used to live in that abandoned underground building? {wi}Children who were sold and raped and whose innocence was forcibly seized when their day came.{wc}And the guy I just killed was the ringleader of it all. So I’m getting rid of corrupt people like that, one by one.","Bem, o mundo pode estar condenado, mas eu estou tentando deixá-lo pelo menos habitável para a próxima geração.{wc}Meus alvos são pessoas poderosas, Ellie. Pessoas que fazem essas coisas por diversão, só por um pouco de adrenalina e um fluxo de grana manchada com sangue.{wc}Você sabe para quê usavam aquele hotel? Era o cativeiro com as vítimas do tráfico.{wc}E você sabe quem costumava morar naquela construção subterrânea? Crianças que eram vendidas e violadas, cuja inocência era brutalmente arrancada quando chegasse o dia.{wc}E o cara que acabei de matar era o líder de tudo isso. Então estou me livrando de pessoas corrompidas como ele, uma por uma.","Ну, хоч світ і приречений, та я все рівно намагаюся зберегти його придатним до життя для нових поколінь.{wc}Я націлена на людей, котрі мають владу, Еллі. На людей, котрі отримують від цього задоволення -- усе заради приливу адреналіну й отримання кривавої валюти.{wc}Знаєш, для чого використовували той мотель? Для утримання жертв торгівлі людьми.{wc}А знаєш, хто жив у тому підземному приміщенні? {wi}Діти, яких продавали та ґвалтували й чиїх невинність відбирали в роковий день.{wc}І чоловік, якого я щойно вбила, був ватажком усього діла. Отже, я усуваю таких зіпсованих людей, одне за одним.","Ну, мир может быть обречён, но я стараюсь сделать его хотя бы относительно пригодным для следующего поколения.{wc}Я нацеливаюсь на людей у власти, Элли. Людей, которые делают эти вещи ради удовольствия, просто ради кратковременного выброса адреналина и потока крови и денег.{wc}Знаешь, для чего использовался тот мотель? Для хранения жертв торговли людьми.{wc}А знаешь, кто жил в том заброшенном подземном здании? {wi}Дети, которых продавали, насиловали, и чью невинность насильно забирали, когда наступал их день.{wc}А тот парень, которого я только что убила, был главарём всего этого. Так что я избавляюсь от таких коррумпированных людей, одного за другим."
SAY.Final.159.Ellie,,But you said all people were corrupt. Not everyone's like that.,Mas você disse que todo mundo estava corrompido. Mas nem todos são assim.,"Але ти казала, що всі люди зіпсуті. Та не всі ж роблять подібне.","Но ты говорила, что все люди коррумпированы. Но не все такие."
SAY.Final.163.Miss,,"We are, just to different degrees. And that includes you and I. Yet we’re still going to be the last ones here in a sea of chaos, cleaning up behind everyone else, for the future.{wc}There’s a sense of peace in staying back behind them all, in watching like we’re binging our favorite shows as they all take the same immoral paths and end up paying the price for it some way or another -- {wc}-- a price that sometimes we have to be the ones to dole out.{wc}But not everyone is in such a huge position of power, and some of us make better choices than others.","Somos todos corrompidos, mas em diferentes níveis. E isso inclui você e eu. Ainda assim, nós seremos as últimas que sobrarão nesse mar de caos, limpando e purificando o futuro.{wc}Há uma certa paz em ficar para trás deles, em vê-los seguir os mesmos caminhos imorais, como se estivéssemos maratonando nossa série favorita, e vê-los pagando por isso, de uma forma ou de outra...{wc} ...um preço que, às vezes, nós que acabamos tendo que cobrar.{wc}Mas nem todos estão numa posição de poder, e alguns de nós sabem fazer escolhas melhor que outros.","Усі, просто в різній мірі. Враховуючи мене й тебе. І все ж ми лишимося єдиними в цьому морі хаосу, прибираючи за іншими заради майбутнього.{wc}В якомусь сенсі лишатися за їхніми спинами легко, спостерігати, неначе за шоу, як вони обирають все ті ж аморальні шляхи та зрештою платять за це ту чи іншу ціну -- {wc}-- ціну, яку іноді доводиться збирати саме нам.{wc}Але не кожен має таку владу, і хтось робить кращі вчинки, ніж інші.","Мы все такие, просто в разной степени. И это включает нас обоих. Но мы все равно останемся последними здесь, среди этого хаоса, убирая за всеми, ради будущего. Есть некое спокойствие в том, чтобы оставаться позади, наблюдая за ними, как будто мы смотрим свои любимые шоу, когда все они идут по одному и тому же безнравственному пути и в конце концов платят за это так или иначе — ценой, которую иногда нам приходится выплачивать. Но не все находятся в такой большой позиции власти, и некоторые из нас делают лучшие выборы, чем другие."
SAY.Final.164.Miss,,"In the end, it’s all about making life a little more tolerable for the next generation.","No fim, é tudo sobre deixar a vida um pouco mais tolerável para a próxima geração.","Врешті-решт усе це для того, щоби зробити життя майбутніх поколінь бодай трохи стерпнішим.","Да, в конечном итоге, всё сводится к тому, чтобы сделать жизнь немного более терпимой для следующего поколения. Это то, что даёт смысл нашим усилиям."
SAY.Final.166.Miss,,"Okay, no more fussing around now, I’d like to finish up so I can go back to sleep. Are you helping me clean today or not?","Certo, chega de enrolação, eu gostaria de terminar aqui para poder ir para casa e dormir. Você vai me ajudar ou não?","Гаразд, годі про це, я хочу вже закінчити справу й піти спати. Ти сьогодні допоможеш мені з прибиранням чи ні?","Ладно, хватит тянуть время, я хочу поскорее закончить и пойти спать. Ты поможешь мне с уборкой или нет?"
MENU.Final.218,,I don't really want to.,Eu realmente não quero.,Насправді я не хочу.,"Честно говоря, не особо хочется."
MENU.Final.219,,...Let's partner up.,...Vamos ser parceiras.,...Об’єднаймо зусилля.,..Давай работать вместе.
MENU.Final.238,,Do I even have a choice?,E por acaso tenho escolha?,Чи в мене взагалі є вибір?,У меня вообще есть выбор?
SAY.Final.169.Ellie,,"...No, I don’t really want to. Actually, I want to quit.","...Não, eu realmente não quero. Na verdade, eu quero me demitir.","...Ні, я дійсно не хочу. Насправді я хочу звільнитися...","..Нет, на самом деле не хочу. Честно, я хочу уволиться"
SAY.Final.176.Ellie,,"Humanity isn’t all that bad. And you’re... kind of creeping me out, Miss...","A humanidade não é tão ruim assim. E você está... meio que me assustando, Dona...","Людство не таке вже й погане. І Ви... лякаєте мене, Панно...","Человечество не так уж и плохо. А ты... немного пугаешь меня, мисс..."
SAY.Final.173.Miss,,"‘Humanity isn’t all that bad’? Think about yourself for a second, from the clothes you wear that were probably manufactured in a sweatshop to the way countless poor little animals went into making your cosmetics.{wc}Look at the accidents you see on the street, at the signs telling you not to feed animals or touch a relic yet people do so anyway.{wc}And I hate to bring this up, but if anything, global warming and the incompetence of humanity go hand in hand.{wc}So if you truly believe humanity ‘isn’t all that bad,’ then there wouldn't be so many unfixable problems in our world. But at the heart of it all, we’re just a corrupted species.","""A humanidade não é tão ruim assim""? Olhe para o espelho, desde as suas roupas, as quais devem ter sido fabricadas com exploração, até as suas maquiagens, que devem conter vários ingredientes provenientes de pobres animais.{wc}Olhe para os acidentes nas estradas, as placas dizendo para não alimentar os animais ou tocar em certas relíquias, mas, de qualquer forma, as pessoas persistem no erro.{wc}E eu odeio ter que falar disso, mas o aquecimento global anda de mãos dadas com a incompetência humana.{wc}Se você acredita que a humanidade não é tão ruim assim, não deveriam existir tantos problemas incorrigíveis no nosso mundo. Mas a verdade é esta: somos apenas uma espécie corrompida.","«Людство не таке вже й погане»? Подумай на мить про себе: ти носиш одяг, який в поті чола виробили в цеху, а на виготовлення косметики, що ти використовуєш, пішло чимало бідних тварин.{wc}Подумай про численні нещасні випадки, що ти бачиш на вулицях, про знаки, що забороняють годувати тварин або торкатися реліквії, але люди все рівно це роблять.{wc}І я ненавиджу це згадувати, проте якщо вже на чистоту, то глобальне потепління й безвідповідальність людства йдуть пліч-о-пліч.{wc}Тож якщо ти справді віриш, що людство «не таке вже й погане», тоді в цьому світі не було би так багато невиправних речей. Але в основі всього лежить те, що ми зіпсований вид.","Человечество не так уж и плохо'? Подумай немного о себе: от одежды, которую ты носишь, вероятно, изготовленной на потогонных фабриках, до того, как бесчисленные бедные животные были использованы для создания твоей косметики.{wc}Посмотри на аварии, которые ты видишь на улице, на знаки, запрещающие кормить животных или трогать реликвии, но люди все равно делают это.{wc}И мне неприятно это упоминать, но, если честно, глобальное потепление и некомпетентность человечества идут рука об руку.{wc}Так что если ты действительно считаешь, что человечество 'не так уж и плохо', то почему в нашем мире так много проблем, которые невозможно исправить? Но в конечном счете мы просто испорченный вид"
SAY.Final.174.Miss,,"That being said, you know you can’t escape, right? You’re a criminal. You helped cover up so many crimes--","Dito isso, você sabe que não pode escapar, certo? Você é uma criminosa. Você ajudou a encobrir muitos crimes...","Ти же знаєш, що не можеш утекти, чи не так? Ти злодійка. Ти допомогла приховати так багато злочинів--","С учетом всего этого, ты понимаешь, что не можешь убежать, правда? Ты преступница. Ты помогла скрыть так много преступлений..."
SAY.Final.170.Ellie,,I didn’t know it was illegal! I thought-- I thought-- it was just... being a cute girl dressing in a maid costume?{wi} That it was ... cool?,Eu não sabia que estava fazendo coisas ilegais! Eu pensei– eu pensei– estar apenas... sendo uma garota fofa com um traje de faxineira.{wi} Achei que era ... legal?,"Я не знала про це! Я гадала, я-- я гадала-- це просто... робота в милому костюмі покоївки?{wi} Що це було... кльово?","Я не знала, что это незаконно! Я думала... думала, что это просто... быть милой девушкой в костюме горничной?{wi} Что это... круто?"
SAY.Final.179.Miss,,"Haha, I’ll never get over how cute you are.{wc}Ellie, you signed a contract when you first joined. Did you ever read it? You get to stay with me forever!","Haha, nunca vou superar o quão fofa você é.{wc}Ellie, você assinou um contrato quando aceitou o trabalho. Você sequer o leu? Você terá que ficar comigo para sempre!","Ха-ха, я ніколи не забуду, якою милою ти є.{wc}Еллі, коли ти тільки прийшла на цю роботу, то підписала угоду. Ти її взагалі читала? Ти повинна лишитися зі мною назавжди!","Хах, я никогда не перестану восхищаться, какая ты милая.{wc}Элли, ты подписала контракт, когда только присоединилась. Ты его вообще читала? Ты будешь со мной навсегда!"
SAY.Final.180.Ellie,,..I don’t want to. I can report you..!,...Eu não quero. Eu posso te denunciar..!,...Я не хочу. Я можу Вас здати!..,..Я не хочу этого. Я могу сообщить о тебе..!
SAY.Final.181.Miss,,And how would you do that?{wc}I have way more I can hold over your head than you mine. Ever wonder what’s under my mask?,E como você faria isso?{wc}Eu tenho muito mais provas dos seus atos criminosos do que você tem dos meus. Alguma vez você se perguntou o que tem debaixo da minha máscara?,"І як ти це зробиш?{wc}Я маю проти тебе більше, ніж ти проти мене. Міркувала колись, що під моєю маскою?","А как ты собираешься это сделать?{wc}У меня есть гораздо больше, чем у тебя, что я могу использовать против тебя. Ты когда-нибудь задумывалась, что под моей маской?"
SAY.Final.182.Ellie,,"...It doesn’t matter. I know your height, your name--","...Isso não importa. Eu sei sua altura, seu nome...","...Це не має значення. Я знаю Ваш зріст, Ваше ім’я--","...Это не имеет значения. Я знаю твой рост, твоё имя--"
SAY.Final.184.Miss,,"Sweetheart, I asked you to call me Miss for a reason. You don’t know my name.","Querida, eu te pedi para me chamar de Dona por um motivo. Você não sabe meu nome.","Люба, я же не дарма попросила називати мене Панною. Ти не знаєш мого імені.","Милая, я просила тебя называть меня мисс не просто так. Ты не знаешь моего имени."
SAY.Final.187.Ellie,,"...Your name isn't -- ?{wc}Ahh -- no, I don’t care.{wi}I don’t want to have anything to do with someone as messed up as you.","...Seu nome não é...?{wc}Ahh... não, eu não ligo. {wi}Eu não quero ter nenhuma relação com alguém tão perturbado quanto você.","...Вас звуть не-- ?{wc}А -- ні, мені байдуже. {wi}Я не хочу мати нічого спільного з такою потворною особою, як Ви.","..Твоё имя не -- ?{wc}Ах -- нет, мне всё равно.{wi}Не хочу иметь ничего общего с кем-то таким извращённым, как ты."
SAY.Final.186.Miss,,...Are you sure?,...Você tem certeza?,...Ти певна?,...Ты уверена?
SAY.Final.297.Ellie,,"Yeah. Yeah, I don’t care what ‘corruption’ you say is in this world, I’m going to be a better person. You’re not the person I know.","Sim. Sim, eu não ligo para a corrupção que você diz que existe no mundo, eu vou ser uma pessoa melhor. Você não está agindo como a Dona que eu conheço.","Так. Так, я не хочу нічого знати про «зіпсутість» цього світу, про яку ви говорите, я буду кращою людиною. Ви не та людина, яку я знала.","Да. Да, мне всё равно, что ты говоришь о ‘коррупции’ в этом мире, я буду лучшим человеком. Ты не та, кого я знаю."
SAY.Final.296.Miss,,You don't see it?,Você não vê?,Ти не бачиш?,Ты не видишь этого?
SAY.Final.185.Ellie,,See what?,Não vejo o quê?,Не бачу що?,Что именно?
SAY.Final.188.Miss,,"The corruption right in front of you, from your politicians to your police force to your insulin prices?","A corrupção está bem na sua frente, desde os políticos até a força policial, até o preço da insulina.","Зіпсутість просто перед тобою, від політиків до поліції та цін на інсулін.","Коррупцию прямо перед тобой, от твоих политиков до полиции и цен на инсулин?"
SAY.Final.189.Ellie,,I don’t even take insulin! And those are all things we can fix!,Eu nem uso insulina! E essas são todas coisas que podemos consertar!,Я навіть не приймаю інсулін! І всі ці речі можна виправити!,Я даже не принимаю инсулин! И все эти вещи мы можем исправить!
SAY.Final.190.Miss,,"Do you want to leave, then? Go out that door and forever see the world with such a narrow mindset?","Você quer ir embora, então? Ir por aquela porta e continuar para sempre vendo o mundo com essa mentalidade tão limitada?",То ти хочеш втекти? Вийти за ці двері й усе життя дивитися на світ крізь призму такого вузького світогляду?,Ты хочешь уйти? Выйти через ту дверь и навсегда смотреть на мир с таким узким взглядом?
SAY.Final.192.Miss,,"Haa.. I thought you’d understand. This is a necessary evil. But sure, fine, {wi}I wouldn’t ever push you to do anything you don’t want to do.{wc}Consider your contract terminated.","Haa.. eu achei que você entenderia. Esse é um mal necessário. Mas claro, tudo bem,{wi} eu jamais te obrigaria a fazer algo que você não queira.{wc}Considere o seu contrato encerrado.","Ха... Я думала, ти второпаєш. Це необхідне зло. Та звісно, гаразд, {wi}я б ніколи не змусила робити тебе щось проти власної волі.{wc}Вважай, що угоду розірвано.","Ха... Я думала, ты поймёшь. Это необходимое зло. Но ладно, хорошо, {wi}я бы никогда не заставила тебя делать что-то, что ты не хочешь делать.{wc}Считай, что твой контракт расторгнут"
SAY.Final.191.,,"{i}She walks by me like she’s going to open the door for me. {wi}I let go of a breath I didn’t know I was holding.{wc}And then in a flash of silver, I go into shock for the second time that night.","{i}Ela passa por mim como se fosse abrir a porta para eu ir embora.{wi} Eu deixo escapar um suspiro que eu não sabia que estava segurando.{wc}Então, num piscar de olhos, eu entro em choque pela segunda vez naquela noite.","{i}Вона проходить повз мене, неначе хоче відчинити двері. {wi}Нарешті я видихнула.{wc}А потім у сріблястому спалаху мене вдруге проймає шок.","{i}Она проходит мимо меня, как будто собирается открыть для меня дверь. {wi}Я выпускаю дыхание, о котором даже не знала, что сдерживаю.{wc}А потом, в мгновение ока, я снова испытываю шок второй раз за эту ночь."
SAY.Final.199.,,"{i}My throat.{wc}I try to speak, to scream, but the signature smell and flow of blood choke up my mouth. {wi}It’s painful. It’s so painful. I’m drowning.{wc}Miss, it hurts, Miss -- but oh, I guess that’s not your real name, is it? {wi}How could you do this?{wi} What did I do? {wc}I can’t believe I ever trusted you. I thought we had something. But now I’ll die hating you.","{i}Minha garganta.{wc}Eu tento gritar, mas minha boca se enche de algo, e logo sobe o cheiro inconfundível de sangue. {wi}É doloroso. É doloroso demais. Estou me afogando. {wc}Dona, isso dói, Dona... mas ah, acho que esse não é seu nome, não é? {wi}Como você pôde? {wi}O que eu fiz?{wc}Eu não posso acreditar que confiei em você. Eu achei que tínhamos algo. Mas agora morrerei te odiando.","{i}Моє горло.{wc}Я намагаюся говорити, кричати, та виразний запах і потік крові здавлюють мій голос. {wi}Боляче. Дуже боляче. Я потопаю.{wc}Панно, мені боляче, Панно -- але гай-гай, гадаю, це не твоє справжнє ім’я? {wi}Як ти могла таке вчинити?{wi} Що я накоїла? {wc}Не можу повірити, що колись довірилась тобі. Я гадала, між нами щось є. Але тепер я помру з ненавистю до тебе.","{i}Моё горло.{wc}Я пытаюсь говорить, кричать, но характерный запах и поток крови перекрывают мою глотку. {wi}Больно. Так больно. Я тону.{wc}Мисс, мне больно, Мисс — но о, наверное, это не твоё настоящее имя, да? {wi}Как ты могла это сделать? {wi}Что я сделала? {wc}Не могу поверить, что когда-то доверяла тебе. Я думала, у нас было что-то. А теперь я умру, ненавидя тебя."
SAY.Final.202.,,"{i}...And you say something but I don’t register it.{wc}Whatever you say can’t do anything. Sorry can’t fix this, even an “I love you” can’t.{wc}It hurts, it hurts, it HURTS. {s=60}This pain this fear this loss this blood this agony these tears --","{i}...E você diz algo mas não consigo entender.{wc}O que quer que você fale não mudará nada. Desculpas não podem consertar isso, nem um ""eu te amo"" pode. Dói, dói, DÓI. {s=60}Essa dor, esse medo, essa perda, esse sangue, esse sofrimento, essas lágrimas...","{i}...І ти щось кажеш, та я цього не сприймаю.{wc}Що б ти не казала, я нічого не вдію. Вибач, та це не виправити, навіть «я люблю тебе» не зарадить.{wc}Боляче, боляче, БОЛЯЧЕ. {s=60}Цей біль цей страх ця втрата ця кров ця агонія ці сльози --","{i}...И ты что-то говоришь, но я не регистрирую это.{wc}Что бы ты ни сказала, это ничего не изменит. Извинения не исправят этого, даже ""Я тебя люблю"" не поможет.{wc}Больно, больно, БОЛЬНО. {s=60}Эта боль, этот страх, эта утрата, эта кровь, эта агония, эти слёзы —"
SAY.Final.203.,,"{i}{s=60}I can’t breathe, I can’t think, my mind, my nerves, I hope I die soon, I hope it ends soon.{/s}{wc}Is this what you did to that poor guy on the floor? What do you mean then, ‘necessary evil’? {wc}No one should go through this. {wi}Except you.","{i}{s=60}Eu não consigo respirar e nem pensar... minha mente, meus nervos, espero que eu morra logo, espero que acabe logo.{/s}{wc}Foi isso que você fez com esse pobre homem jogado no chão? O que você quer dizer com ""mal necessário”?{wc}Ninguém deveria ter que passar por isso. {wi}A não ser você.","{i}{s=60}Я не можу дихати, я не можу думати, моя свідомість, мої нерви, сподіваюсь, я скоро помру, маю надію, це все скоро скінчиться.{/s}{wc}Ось, що ти зробила з тим бідним хлопцем на підлозі? Що ти тоді маєш на увазі під «необхідним злом»? {wc}Ніхто не має через це проходити. {wi}Крім тебе.","{i}{s=60}Я не могу дышать, не могу думать, мой разум, мои нервы, надеюсь, что скоро умру, надеюсь, что всё скоро закончится.{/s}{wc}Это то, что ты сделала с тем бедным парнем на полу? Что ты имела в виду, говоря ""необходимое зло""? {wc}Никто не должен пережить это. {wi}Кроме тебя."
SAY.Final.204.,,"{i}Broken, you’re broken, and now I am too, and{s=60} I’m on the floor bleeding out and drowning and it hurts so much and I wish it would stop and I hate you yet in my final moments all I think of is an illusion of you.","{i}Perdida, você está perdida, e agora eu também estou, e {s=60}estou no chão sangrando, me afogando. Dói tanto e eu só queria que parasse. Eu te odeio, mas agora, nos meus últimos momentos, só consigo pensar na pessoa que você fingiu ser.","{i}Зламана, ти зламана, і тепер я теж, і{s=60} Я на підлозі в крові, потопаю, дуже боляче, хоч би це скінчилось, і я ненавиджу тебе, та все ж в останні миті життя все, про що я думаю, -- це про тебе несправжню.","{i}Сломана, ты сломана, а теперь и я тоже, и{s=60} я на полу, истекаю кровью, тону, и так больно, и я хочу, чтобы это прекратилось, и я ненавижу тебя, но в мои последние мгновения я думаю только об иллюзии тебя."
SAY.Final.307.Miss,,"...{wc}...2 minutes and 13 seconds.{wc}I’m so sorry, my dear, I tried to aim for the back.{wc}A life exchanged for another, an innocent soul I tainted traded for one of a vile being. An eye for an eye -- or, I guess a life -- and now my heart for a neck.{wc}What will happen next time? Can I keep going like this? For people who don’t even give me a second glance unless I’m giving them all I have?","...{wc}...2 minutos e 13 segundos.{wc}Me desculpe, amada, eu tentei fazer com que fosse rápido.{wc}Uma vida em troca de outra, uma alma inocente que manchei pela alma de um ser cruel. Olho por olho... ou melhor, vida por vida... e, agora, meu coração por um pescoço.{wc}O que acontecerá na próxima vez? Será que consigo continuar assim? Por pessoas que nem me olham duas vezes a não ser que eu dê a elas tudo o que tenho?","...{wc}...2 хвилини й 13 секунд.{wc}Вибач, люба, я намагалася поцілити в спину.{wc}Життя в обмін на життя, невинне життя, яке я спаплюжила, обміняно на душу мерзенного створіння. Око за око -- чи то пак життя за життя -- і тепер моє серце за шию.{wc}Що станеться наступного разу? Чи можу я так продовжувати? Заради людей, які на мене й не подивляться, поки не віддам їм усе, що маю?","...{wc}...2 минуты и 13 секунд.{wc}Прости меня, моя дорогая, я пыталась прицелиться в спину.{wc}Одна жизнь обменяна на другую, невинная душа, которую я осквернила, обменяна на душу подлой сущности. Око за око — или, наверное, жизнь за жизнь — и теперь моё сердце за шею.{wc}Что будет в следующий раз? Смогу ли я продолжать так? Для людей, которые даже не обратят на меня внимания, если я не отдам им всё, что у меня есть?"
SAY.Final.213.Miss,,"...But it’s worth it in the end. {wi}It has to be. I can’t stop now, it can’t all have been for nothing.{wc}This never-ending game of thoughts and words and morals, the screams of corruption and the grayness of fixing it, someone needs to be the Robin Hood in this life even if it breaks me.","...Mas vale a pena no fim. Tem que valer. Não posso parar agora, não pode ter sido tudo em vão.{wc}Esse jogo interminável de pensamentos, palavras e moral, os gritos da corrupção e a insipidez de consertar tudo, alguém precisa ser o Robin Hood nesse mundo, mesmo que isso acabe comigo.","...Але воно того варте. {wi}Це мало статися. Тепер я не можу спинитися, інакше все було б марно.{wc}Ця нескінченна гра думок, слів та моралі, кричуща зіпсованість та сірість виправлення, хтось мусить узяти на себе роль Робін Гуда життя, навіть якщо це мене вбива.","..Но в конце концов это стоит того. {wi}Должно стоить. Я не могу остановиться, не может всё это быть напрасным.{wc}Эта бесконечная игра мыслей, слов и морали, крики о коррупции и серость её исправления, кто-то должен стать Робином Гудом в этой жизни, даже если это сломает меня."
SAY.Final.214.Miss,,"I was so jealous of you, Ellie, of being able to live in an illusion of a fixable world.{wc}Let me live like that too.{wc}She took my eye and you took my heart, so let me take that illusion from you.{wc}Let me breathe air that no longer suffocates me, let me believe these sacrifices are not in vain.","Eu tinha muita inveja de você, Ellie, por conseguir viver com a ilusão de um mundo corrigível.{wc}Me deixe viver assim também.{wc}Ela levou meu olho e você meu coração, então deixe-me levar essa sua ilusão.{wc}Deixe-me respirar um ar que não me sufoque mais, deixe-me acreditar que esses sacrifícios não são em vão.","Я заздрила тобі, Еллі, бо ти жила у світі ілюзій виправності цього світу.{wc}Дозволь мені теж так пожити.{wc}Вона забрала моє око, а ти -- моє серце, тож я заберу твою оману.{wc}Дай мені дихати на повні груди з надією, що все це не даремно.","Я так завидовала тебе, Элли, тому, что ты могла жить в иллюзии исправимого мира.{wc}Позволь мне тоже жить так.{wc}Она забрала моё глаз, а ты забрала моё сердце, так позволь мне забрать эту иллюзию у тебя.{wc}Позволь мне дышать воздухом, который больше не душит меня, позволь мне верить, что эти жертвы не напрасны."
SAY.Final.215.Miss,,{s=15}...{/s},{s=15}...{/s},{s=15}...{/s},{s=15}...{/s}
SAY.Final.216.Miss,,"I can only keep going on. Perhaps it’s time to find someone new, just one last time. {wi}I will miss you dearly, Ellie.","Tudo o que posso fazer é seguir em frente. Talvez esteja na hora de encontrar uma nova ajudante, uma última vez. {wi}Sentirei muita saudade de você, Ellie.","Я можу лише йти далі. Можливо, настав час знайти когось ще, принаймні востаннє. {wi}Я сумуватиму за тобою, Еллі.","Я могу только продолжать идти. Возможно, пришло время найти кого-то нового, в последний раз. {wi}Я буду очень по тебе скучать, Элли."
SAY.Final.222.Ellie,,...Let’s partner up.,...Vamos ser parceiras.,...Об’єднаймо зусилля.,..Давай работать вместе.
SAY.Final.223.Miss,,"Oh!{wc}You mean like, going to buying replacement TVs together or something? No worries, I didn’t break any TVs this time.","Ah!{wc}Você quer dizer irmos comprar televisões substitutas juntas ou algo assim? Não se preocupe, eu não quebrei nenhuma televisão dessa vez.","Ой!{wc}Ти маєш на увазі разом піти по новий телевізор чи щось таке? Не хвилюйся, на цей раз я не пошкодила жодний.","О!{wc}Ты имеешь в виду, что вместе пойдем покупать новые телевизоры или что-то вроде того? Не переживай, я в этот раз не разбила телевизоры."
SAY.Final.224.Ellie,,"No, no, like... like killing...","Não, não, tipo... tipo matar...","Ні-ні, я про... вбивства...","Нет-нет, я имею в виду... убийства..."
SAY.Final.225.Miss,,...Do you want to help with that?,...Você quer ajudar com isso?,...Ти хочеш допомогти мені з цим?,..Ты хочешь помочь с этим?
SAY.Final.226.Ellie,,...,...,...,...
SAY.Final.233.Ellie,,"Yeah. You’re right, someone needs to help fix this world, however messed up that definition of ‘fix’ might be.","Sim. Você está certa, alguém precisa ajudar a consertar esse mundo, independente do quão perturbadora seja a definição de ""consertar"".","Так. Ви праві, хтось має допомогти виправити цей світ, яким би розпливчастим слово «виправити» не було.","Да. Ты права, кто-то должен помочь исправить этот мир, каким бы извращённым ни было это определение 'исправить'."
SAY.Final.228.,,{i}Miss's expression softens.,{i}A expressão de Dona fica mais suave.,{i}Вираз обличчя Панни пом’якшився.,{i}Мисс смягчает своё выражение лица
SAY.Final.229.Miss,,"..Really? That’s the first time...{wc}You understand then, right? The demise when one is sentenced for the murder of a murderer, the dread when the rape of a child equals a month of community service simply because of the type of lawyer money can bring.","..Sério? Essa é a primeira vez...{wc}Então você entende, certo? A injustiça de ser condenado pelo assassinato de um assassino, o pavor de quando o estupro de uma criança é perdoado após um mês de serviço comunitário apenas pelo tipo de advogado que alguém rico pode contratar.","...Дійсно? Це вперше так...{wc}Тоді ти розумієш, так? Божевілля, коли на смерть ведуть убивцю вбивці, жах, коли зґвалтування дитини прирівнюють до місяця виправних робіт просто тому, що ґвалтівник мав удосталь грошей на гарного адвоката.","Правда? Впервые... {wc} Ты понимаешь, да? Это чувство, когда приговаривают за убийство убийцы. Этот страх, когда за изнасилование ребёнка дают всего месяц общественных работ — просто потому, что у кого-то хватило денег на хорошего адвоката."
SAY.Final.230.Miss,,"But I’ve been corrupted by all this death and all these feelings.{wc}When I first took you on, I wondered if I should let you stay innocent forever. But my jealousy got the better of me, with purposely not cleaning up traces of blood and doing things in plain sight of you.{wc}So I’m sorry about that, Ellie. But I’m even more sorry for the things you’ll end up witnessing, your inevitable complete loss of innocence.","Mas eu fui corrompida por toda essa morte e esses sentimentos.{wc}Quando te contratei, me perguntei se deveria te deixar ser inocente para sempre. Mas meu ciúme falou mais alto, e acabei propositalmente não limpando traços de sangue e fazendo coisas na sua frente.{wc}Então me desculpe por isso, Ellie. Mas eu te peço ainda mais desculpas pelas coisas que você acabará testemunhando, sua inevitável perda total da inocência.","Але мене зіпсували смерть та почуття.{wc}Коли я обрала тебе вперше, то вагалася, чи зберегти твою невинність. Але заздрість узяла гору, і я навмисно не прибирала сліди крові й робила все в тебе на очах.{wc}Тому вибач мені, Еллі. Але ще більш мені шкода, що ти побачиш речі, які вже неминуче заберуть твою невинність.","Но всё это — смерть, чувства — уже испортили меня.{wc} Когда я впервые взяла тебя с собой, я думал, стоит ли позволить тебе остаться невинной навсегда. Но ревность взяла верх: я нарочно не убирала следы крови, делал всё у тебя на глазах.{wc} Так что прости меня за это, Элли. Но ещё больше — за то, что тебе придётся увидеть. За неизбежную, полную потерю твоей невинности."
SAY.Final.234.Ellie,,"...{wc}...It’s okay, I want to help.{wi} I want to stay with you.","...{wc}...Tá tudo bem, eu quero ajudar. {wi}Eu quero ficar com você.","...{wc}...Усе гаразд, я хочу Вам допомогти.{wi} Я хочу бути з вами.","...{wc}... Всё в порядке, я хочу помочь.{wi} Я хочу остаться с тобой."
SAY.Final.235.Miss,,"Well then, if that’s the case, let us end as many corrupted souls as we can. We’ll become the Robin Hoods of this world together, yeah?","Bom, se esse é o caso, vamos eliminar o máximo de almas corrompidas que conseguirmos. Nós nos tornaremos os Robin Hoods desse mundo juntas, certo?","Що ж, у такому разі прикінчімо якнайбільше зіпсованих душ. Ми разом станем Робін Гудами цього світу, авжеж?","Что ж, раз так, давай избавим этот мир от как можно большего числа прогнивших душ. Мы станем Робин Гудами этого мира, да?"
SAY.Final.236.Ellie,,Okay...!,Certo..!,Добре!..,Хорошо...!
SAY.Final.240.Ellie,,Do I even have a choice?,E por acaso tenho escolha?,Чи в мене взагалі є вибір?,А у меня есть выбор?
