Key,Description,Standard,pt-br,uk,ru,zh-TW
SAY.ENIntro.181.Ellie,,"Mmmm... I think I’m pretty good at cleaning, and I don’t mind the privacy thing..",Humm... Eu me considero muito boa em limpeza e eu não me importo sobre a questão da privacidade...,"Гм-м... Думаю, я добра в прибиранні, та й не проти моменту з приватністю...","Ммм... Я думаю, я хорошо убираюсь, и меня не смущает эта секретность..",我覺得我對於清理還蠻在行的，而且我也不太在乎客戶對於隱私的要求。
SAY.ENIntro.183.Ellie,,"Ah! Wait! {wi}Before I sign, may I know your name?","Ah! Espere! {wi}Antes de assinar, posso saber seu nome?","А! Стривайте! {wi}Перед тим, як я поставлю підпис, як Вас звуть?","Ах! Подождите-ка! {wi}Прежде чем подписывать, как вас зовут?",對了{wi}在我簽名之前，可以先告訴我您的名字嗎？
SAY.ENIntro.184.???,,"Hahah, you can call me Miss.","Hahah, você pode me chamar de Dona.","Ха-ха, можеш називати мене Панною.","Хахах, зови меня просто Мисс.",哈哈哈，請叫我「小姐」就好了。
SAY.ENIntro.185.Ellie,,"...OK, Miss! I’ve made my decision! Hand over that contract, please!","...Tá certo, Dona! Tomei minha decisão! Me dê o contrato, por favor!","...Добре, Панно! Я вирішила! Подайте мені той контракт!","..Окей, Мисс! Я решила! Дайте мне этот контракт, пожалуйста",好的，小姐！請拿給我員工契約吧！
SAY.ENIntro.199.,,Are you really really sure?,Você tem certeza mesmo?,Ти точно-точно впевнена?,Ты точно-точно уверена?,你真的非常非常確定？
MENU.ENIntro.207,,Yes (ends the game),Sim (fim de jogo),Так (кінець гри),"""Да"" (конец игры)",是（結束遊戲）
MENU.ENIntro.208,,No (good choice),Não (boa escolha),Ні (хороший вибір),Нет (хороший выбор),否（好選擇）
CHARACTER.Ellie,,Ellie,Ellie,Еллі,Элли,艾莉
CHARACTER.Past Ellie,,Ellie,Ellie,Еллі,Элли,艾莉
CHARACTER.???,,???,???,???,???,？？？
CHARACTER.Miss,,Miss,Dona,Панна,Мисс,小姐
