Key,Description,Standard,pt-br,uk,ru,zh-TW
SAY.Final.109.Ellie,,"...No, you’re the one committing those immoral acts. A lot of people do good in this world without needing to resort to crime.{wc}We can fix everything without having to go through this.","...Não, é você quem está cometendo atos imorais. Muitas pessoas fazem o bem neste mundo sem precisar recorrer ao crime.{wc}Nós podemos consertar tudo sem precisarmos passar por isso.","...Ні, саме Ви вчиняєте всі ці аморальні речі. Багато людей чинять лише добро в цьому світі, не вдаючись до злочинів.{wc}Можна все виправити, самим не вдаючись до подібного.","...Нет, ты — тот, кто совершает эти аморальные поступки. Многие люди делают добро в этом мире, не прибегая к преступлениям.{wc}Мы можем всё исправить, не проходя через это.",可是，妳才是這社會如此骯髒，下三爛的源頭啊！這世界即使如此黑暗，但還是有許多人試圖合法地讓這個世界至少變乾淨一些。{wc}即使現在事情變得如此糟糕的地步，我們也可以嘗試盡我們所能修好這個爛攤子，妳的爛攤子。
SAY.Final.111.Miss,,Have you ever truly believed that whatever ‘good’ is defined as could outweigh human nature?,"Você realmente acredita que o ""bem"", seja lá o seu significado, pode superar a natureza humana?","Чи вірила ти коли-небудь по-справжньому в те, що «добро» переважає людську природу?","Ты когда-нибудь действительно верила, что то, что называют «добром», может перевесить природу человека?",妳真正有想過「正義」真的能夠支配人的本性嗎？旬子曰：「人性本惡」就是這個道理。難道妳從來都沒有過骯髒齷齪的思想嗎？
SAY.Final.112.Miss,,"Tell me you’ve never thought twice about being spit at for having this job, even though it’s really the backbone of society. ","Diga-me que você nunca pensou duas vezes sobre ser menosprezada por ter esse emprego, mesmo com ele sendo a espinha dorsal da sociedade.","Тільки скажи, що ти ніколи не думала про те, що тебе заплюють за твою роботу, хоч вона і є важливою основою суспільства. ","Скажи мне, что ты никогда не задумывалась дважды о том, что на тебя плюют из-за этой работы, хотя она на самом деле является основой общества.",妳難道沒有想過這份工作即使被人們當街上的老鼠踐踏，它仍然是這社會的棟樑？
SAY.Final.113.Miss,,"And look around you, at the people littering in the streets, blatantly lying to each others’ faces just to get a promotion, or cheating on their lover ‘just for a night.’ What’s there to love about people like that?","E olhe a sua volta, para as pessoas poluindo as ruas, mentindo descaradamente apenas para conseguir uma promoção no trabalho, traindo seus cônjuges por ""apenas uma noite"". O que essas pessoas têm de bom?","І поглянь довкола, поглянь на людей, що волочаться вулицями, відверто брешуть одне одному в лице, аби отримати підвищення, або зраджують коханим «лише на одну ніч». І за що таких людей можна любити?","Посмотри вокруг: люди, которые мусорят на улицах, прямо в глаза врут друг другу ради повышения или изменяют своим партнерам «просто на одну ночь». Что можно любить в таких людях?",看看妳的四周，為了「懶惰」而亂丟垃圾的人們；為了「名譽與利益」而阿諛奉承、甚至不惜說謊的人們；或是只為了「性慾」而為自己的愛人戴上綠帽？這些人到底有什麼值得被尊重的？
SAY.Final.155.Miss,,"Sure, a single action might not define one’s entire being.{wc}But tell me you’ve never wished you could be someone else, to take their place in this universe -- or even just a single one of their possessions. {wi}Tell me you’ve never dreamed of being on top of the world, of being better than everyone else.{wc}Tell me you’ve lived your life without an inkling of selfishness or immorality.{wi} Because you cannot -- all of that is human nature.{wc}And we’re here doing this job, seeing this truth: for every mistake we clean up, infinitely more occur.{wc}People believe they can wash away their mistakes, but do you really think there’s anything left to clean up in this disaster of a world? We might as well say there’s no point to it all.","Claro, uma pequena ação não pode definir uma pessoa por completo.{wc}Mas diga-me que você nunca desejou ser outra pessoa, tomar o lugar dela nesse universo – ou, pelo menos, ter alguma coisa que é dela. Diga-me que você nunca sonhou em estar no topo do mundo, em ser melhor do que todos.{wc}Diga-me que você viveu sua vida inteira sem demonstrar ter um pingo de egoísmo ou imoralidade. Porque você não pode... tudo isso faz parte da natureza humana.{wc}E nós estamos realizando esse trabalho, vendo esta verdade: para cada erro que eliminamos, inúmeros outros acontecem.{wc}As pessoas acreditam que podem se purificar de seus erros, mas você realmente pensa que existe algo para ser purificado nesse mundo horrível? Nós podemos dizer, também, que nada disso tem sentido.","Звісно, один вчинок не визначає всю вдачу людини.{wc}Але скажи, що ти ніколи не хотіла бути кимось іншим, зайняти їхнє місце у світі -- або невеличку частку їхніх надбань. {wi}Скажи, що ти ніколи не мріяла бути на вершині світу, бути кращою за всіх інших.{wc}Скажи, що ти досі жила без жодного натяку на егоїзм та аморальність.{wi} Адже ж це неможливо -- усе це людська вдача.{wc}І ось ми тут виконуємо свою роботу й бачимо правду: за кожною виправленою помилкою виникає інша.{wc}Люди вірять в можливість відмитися від своїх гріхів, але чи ти сама віриш, що щось можливо виправити в цій світовій катастрофі? Можна сказати, що все це безглуздо.","Конечно, одно действие не может определить весь характер человека.{wc}Но скажи мне, что ты никогда не желала быть кем-то другим, занять их место в этом мире — или хотя бы завладеть чем-то их собственным. {wi}Скажи мне, что ты никогда не мечтала оказаться на вершине мира, быть лучше всех остальных.{wc}Скажи мне, что ты прожила свою жизнь без малейшего намёка на эгоизм или аморальность.{wi} Потому что ты не можешь — всё это часть человеческой природы.{wc}А мы здесь, выполняем эту работу, видя эту правду: за каждую ошибку, которую мы убираем, происходят бесконечные новые.{wc}Люди верят, что могут смыть свои ошибки, но ты правда думаешь, что в этом катастрофическом мире ещё что-то осталось для исправления? Мы могли бы сказать, что в этом всем нет смысла.",當然，一個人的單一行動不會定意一個人的個性。{wc}但是妳難道沒有忌妒過他人，或至少他們手上的其中一樣物品？{wi}妳難道沒有妄想自己當上那支配整個世界的 1％？{wc}妳難道不曾有過自私或不道德的思想嗎？即使是「這還好啦沒有人會看到」的小事{wi}也再次驗證「人性本惡」的基本道理。{wc}而我們站在這裡，看清了事實：每一次我們改正了一個壞習慣，又有無數多個壞習慣以及心中的小惡魔佔領了妳的整個內心。{wc}有些人以為曾經的過錯事可以被洗白的，但妳真的覺得這糟糕的世界真的還有什麼是值得修正的嗎？我們可以直接說「改正過錯」是一點都不值得我們去花時間的。
SAY.Final.157.Miss,,"Really, the phrase ‘cleaning up’ is all a beautiful lie. For as long as humanity remains corrupt, our work will never be done.","Na verdade, a palavra ""purificando"" é uma linda mentira. Enquanto a humanidade permanecer corrompida, nosso trabalho nunca estará feito.","Справді-бо, фраза «відмитися» -- солодка брехня. Допоки людство зіпсуте, нашій роботі не буде кінця.","На самом деле, фраза «убирать» — это просто красивая ложь. Пока человечество остаётся коррумпированным, наша работа никогда не закончится",說實在話，依照德國物理學家克勞修斯所提出的熵，「清理」只是一個謊言，畢竟在全宇宙妳「清理」的再多也不會減少亂度啊！換句話說「清理」的工作會永遠做不完呢！
SAY.Final.161.Ellie,,"So why do you still do this? You know, if there’s ‘no point to it all’?","Então por que você continua fazendo tudo isso? Sabe, se nada disso tem sentido?",Тоді навіщо Ви продовжуєте це робити? Якщо «все це безглуздо»?,"Так почему ты всё ещё это делаешь? Ты ведь знаешь, что «в этом всем нет смысла»?",那為什麼妳還是會如此執著於「清理」這些東西呢？即使妳說清理「只是一個謊言」。
SAY.Final.160.Miss,,"Well, the world might be doomed, but I’m trying to make it at least relatively livable for the next generation.{wc}I target people in power, Ellie. People who do these things for fun, just for a short adrenaline boost and a flow of bloody cash.{wc}You know what that motel was used for? Storing the trafficked victims.{wc}And you know who used to live in that abandoned underground building? {wi}Children who were sold and raped and whose innocence was forcibly seized when their day came.{wc}And the guy I just killed was the ringleader of it all. So I’m getting rid of corrupt people like that, one by one.","Bem, o mundo pode estar condenado, mas eu estou tentando deixá-lo pelo menos habitável para a próxima geração.{wc}Meus alvos são pessoas poderosas, Ellie. Pessoas que fazem essas coisas por diversão, só por um pouco de adrenalina e um fluxo de grana manchada com sangue.{wc}Você sabe para quê usavam aquele hotel? Era o cativeiro com as vítimas do tráfico.{wc}E você sabe quem costumava morar naquela construção subterrânea? Crianças que eram vendidas e violadas, cuja inocência era brutalmente arrancada quando chegasse o dia.{wc}E o cara que acabei de matar era o líder de tudo isso. Então estou me livrando de pessoas corrompidas como ele, uma por uma.","Ну, хоч світ і приречений, та я все рівно намагаюся зберегти його придатним до життя для нових поколінь.{wc}Я націлена на людей, котрі мають владу, Еллі. На людей, котрі отримують від цього задоволення -- усе заради приливу адреналіну й отримання кривавої валюти.{wc}Знаєш, для чого використовували той мотель? Для утримання жертв торгівлі людьми.{wc}А знаєш, хто жив у тому підземному приміщенні? {wi}Діти, яких продавали та ґвалтували й чиїх невинність відбирали в роковий день.{wc}І чоловік, якого я щойно вбила, був ватажком усього діла. Отже, я усуваю таких зіпсованих людей, одне за одним.","Ну, мир может быть обречён, но я стараюсь сделать его хотя бы относительно пригодным для следующего поколения.{wc}Я нацеливаюсь на людей у власти, Элли. Людей, которые делают эти вещи ради удовольствия, просто ради кратковременного выброса адреналина и потока крови и денег.{wc}Знаешь, для чего использовался тот мотель? Для хранения жертв торговли людьми.{wc}А знаешь, кто жил в том заброшенном подземном здании? {wi}Дети, которых продавали, насиловали, и чью невинность насильно забирали, когда наступал их день.{wc}А тот парень, которого я только что убила, был главарём всего этого. Так что я избавляюсь от таких коррумпированных людей, одного за другим.",這世界即使看起來已經病入膏肓，但我所作的是至少讓我們的下一代活的輕鬆點。{wc}我的目標主要是那些蔑視人命以換取自己利益或甚至是快感的人啊，艾莉。{wc}妳知道那棟汽車旅館是用來幹什麼的嗎？是用來存放人販受害者的地方。{wc}妳知道是誰曾經住在那荒廢的地下室嗎？{wi}那正式那些被販賣、性侵的兒童。等到時機一成熟，他們就將會被扣押到其他地方。{wc}我所做的是只是把引起這一切事情的萬惡之源一個一個處理掉而已。
SAY.Final.159.Ellie,,But you said all people were corrupt. Not everyone's like that.,Mas você disse que todo mundo estava corrompido. Mas nem todos são assim.,"Але ти казала, що всі люди зіпсуті. Та не всі ж роблять подібне.","Но ты говорила, что все люди коррумпированы. Но не все такие.",可是妳說所有人都是被受污染的，但我不這麼認為。
SAY.Final.163.Miss,,"We are, just to different degrees. And that includes you and I. Yet we’re still going to be the last ones here in a sea of chaos, cleaning up behind everyone else, for the future.{wc}There’s a sense of peace in staying back behind them all, in watching like we’re binging our favorite shows as they all take the same immoral paths and end up paying the price for it some way or another -- {wc}-- a price that sometimes we have to be the ones to dole out.{wc}But not everyone is in such a huge position of power, and some of us make better choices than others.","Somos todos corrompidos, mas em diferentes níveis. E isso inclui você e eu. Ainda assim, nós seremos as últimas que sobrarão nesse mar de caos, limpando e purificando o futuro.{wc}Há uma certa paz em ficar para trás deles, em vê-los seguir os mesmos caminhos imorais, como se estivéssemos maratonando nossa série favorita, e vê-los pagando por isso, de uma forma ou de outra...{wc} ...um preço que, às vezes, nós que acabamos tendo que cobrar.{wc}Mas nem todos estão numa posição de poder, e alguns de nós sabem fazer escolhas melhor que outros.","Усі, просто в різній мірі. Враховуючи мене й тебе. І все ж ми лишимося єдиними в цьому морі хаосу, прибираючи за іншими заради майбутнього.{wc}В якомусь сенсі лишатися за їхніми спинами легко, спостерігати, неначе за шоу, як вони обирають все ті ж аморальні шляхи та зрештою платять за це ту чи іншу ціну -- {wc}-- ціну, яку іноді доводиться збирати саме нам.{wc}Але не кожен має таку владу, і хтось робить кращі вчинки, ніж інші.","Мы все такие, просто в разной степени. И это включает нас обоих. Но мы все равно останемся последними здесь, среди этого хаоса, убирая за всеми, ради будущего. Есть некое спокойствие в том, чтобы оставаться позади, наблюдая за ними, как будто мы смотрим свои любимые шоу, когда все они идут по одному и тому же безнравственному пути и в конце концов платят за это так или иначе — ценой, которую иногда нам приходится выплачивать. Но не все находятся в такой большой позиции власти, и некоторые из нас делают лучшие выборы, чем другие.",我們也是被污染的一員，只是被受污染的程度有所不同而已。儘管如此我們也將會是最後一個想辦法在這一連串混亂中掙扎的人，默默的幫其他人清理他們的爛攤子，也為了未來的全人類著想。{wc}就像是我們在看一部電影的壞人付出代價時，心裡總是會浮現一層和平的感覺—{wc}而我們有時也得當這些電影的主角，讓這些壞人為了他們自己所作的不道德的事情付出代價。{wc}不過不是所有人都有能力做這些事，也不是所有人都能做出好的決定。
SAY.Final.164.Miss,,"In the end, it’s all about making life a little more tolerable for the next generation.","No fim, é tudo sobre deixar a vida um pouco mais tolerável para a próxima geração.","Врешті-решт усе це для того, щоби зробити життя майбутніх поколінь бодай трохи стерпнішим.","Да, в конечном итоге, всё сводится к тому, чтобы сделать жизнь немного более терпимой для следующего поколения. Это то, что даёт смысл нашим усилиям.",所以最後我們應該做的是讓下一代的生活稍微好一些。
SAY.Final.166.Miss,,"Okay, no more fussing around now, I’d like to finish up so I can go back to sleep. Are you helping me clean today or not?","Certo, chega de enrolação, eu gostaria de terminar aqui para poder ir para casa e dormir. Você vai me ajudar ou não?","Гаразд, годі про це, я хочу вже закінчити справу й піти спати. Ти сьогодні допоможеш мені з прибиранням чи ні?","Ладно, хватит тянуть время, я хочу поскорее закончить и пойти спать. Ты поможешь мне с уборкой или нет?",好吧我不要再繼續碎唸了，我也希望我們趕快把事情處理完成回老家睡覺。妳要跟我一起清理犯罪現場嗎？
MENU.Final.218,,I don't really want to.,Eu realmente não quero.,Насправді я не хочу.,"Честно говоря, не особо хочется.",我真的不太想
MENU.Final.219,,...Let's partner up.,...Vamos ser parceiras.,...Об’єднаймо зусилля.,..Давай работать вместе.,我們一起合作吧！
MENU.Final.238,,Do I even have a choice?,E por acaso tenho escolha?,Чи в мене взагалі є вибір?,У меня вообще есть выбор?,我難道還有選擇嗎？
SAY.Final.169.Ellie,,"...No, I don’t really want to. Actually, I want to quit.","...Não, eu realmente não quero. Na verdade, eu quero me demitir.","...Ні, я дійсно не хочу. Насправді я хочу звільнитися...","..Нет, на самом деле не хочу. Честно, я хочу уволиться",不，我真的不太想。說實在話我想要退出我現在的工作！
SAY.Final.176.Ellie,,"Humanity isn’t all that bad. And you’re... kind of creeping me out, Miss...","A humanidade não é tão ruim assim. E você está... meio que me assustando, Dona...","Людство не таке вже й погане. І Ви... лякаєте мене, Панно...","Человечество не так уж и плохо. А ты... немного пугаешь меня, мисс...",......人性並沒有像妳所說的這麼糟糕，加上妳這個樣子真的有點嚇人啊小姐.....
SAY.Final.173.Miss,,"‘Humanity isn’t all that bad’? Think about yourself for a second, from the clothes you wear that were probably manufactured in a sweatshop to the way countless poor little animals went into making your cosmetics.{wc}Look at the accidents you see on the street, at the signs telling you not to feed animals or touch a relic yet people do so anyway.{wc}And I hate to bring this up, but if anything, global warming and the incompetence of humanity go hand in hand.{wc}So if you truly believe humanity ‘isn’t all that bad,’ then there wouldn't be so many unfixable problems in our world. But at the heart of it all, we’re just a corrupted species.","""A humanidade não é tão ruim assim""? Olhe para o espelho, desde as suas roupas, as quais devem ter sido fabricadas com exploração, até as suas maquiagens, que devem conter vários ingredientes provenientes de pobres animais.{wc}Olhe para os acidentes nas estradas, as placas dizendo para não alimentar os animais ou tocar em certas relíquias, mas, de qualquer forma, as pessoas persistem no erro.{wc}E eu odeio ter que falar disso, mas o aquecimento global anda de mãos dadas com a incompetência humana.{wc}Se você acredita que a humanidade não é tão ruim assim, não deveriam existir tantos problemas incorrigíveis no nosso mundo. Mas a verdade é esta: somos apenas uma espécie corrompida.","«Людство не таке вже й погане»? Подумай на мить про себе: ти носиш одяг, який в поті чола виробили в цеху, а на виготовлення косметики, що ти використовуєш, пішло чимало бідних тварин.{wc}Подумай про численні нещасні випадки, що ти бачиш на вулицях, про знаки, що забороняють годувати тварин або торкатися реліквії, але люди все рівно це роблять.{wc}І я ненавиджу це згадувати, проте якщо вже на чистоту, то глобальне потепління й безвідповідальність людства йдуть пліч-о-пліч.{wc}Тож якщо ти справді віриш, що людство «не таке вже й погане», тоді в цьому світі не було би так багато невиправних речей. Але в основі всього лежить те, що ми зіпсований вид.","Человечество не так уж и плохо'? Подумай немного о себе: от одежды, которую ты носишь, вероятно, изготовленной на потогонных фабриках, до того, как бесчисленные бедные животные были использованы для создания твоей косметики.{wc}Посмотри на аварии, которые ты видишь на улице, на знаки, запрещающие кормить животных или трогать реликвии, но люди все равно делают это.{wc}И мне неприятно это упоминать, но, если честно, глобальное потепление и некомпетентность человечества идут рука об руку.{wc}Так что если ты действительно считаешь, что человечество 'не так уж и плохо', то почему в нашем мире так много проблем, которые невозможно исправить? Но в конечном счете мы просто испорченный вид",「人性並沒有像妳所說的這麼糟糕」？妳再想想看吧！妳身上漂亮的衣服以及各式各樣亮麗的裝飾品大概是用可憐的動物當材料，再經過血汗工廠的製造才到妳身上的。{wc}妳再看看那些酒駕交通事故的清單、又看看那些明明牌子上寫「禁止餵食」的標誌但偏要餵食動物的人們。{wc}我也討厭提到這些，但人性缺陷就是全球暖化的主因。{wc}所以妳真的認為「人性並沒有像妳所說的這麼糟糕」，那這世界就不是像我們現在所看到的醜陋。人類這種生物終究是生來犯錯的。
SAY.Final.174.Miss,,"That being said, you know you can’t escape, right? You’re a criminal. You helped cover up so many crimes--","Dito isso, você sabe que não pode escapar, certo? Você é uma criminosa. Você ajudou a encobrir muitos crimes...","Ти же знаєш, що не можеш утекти, чи не так? Ти злодійка. Ти допомогла приховати так багато злочинів--","С учетом всего этого, ты понимаешь, что не можешь убежать, правда? Ты преступница. Ты помогла скрыть так много преступлений...",這麼說的話，妳也逃不了吧？妳也跟我一樣是罪犯，畢竟妳是幫我復原犯案現場的最佳共犯呢！
SAY.Final.170.Ellie,,I didn’t know it was illegal! I thought-- I thought-- it was just... being a cute girl dressing in a maid costume?{wi} That it was ... cool?,Eu não sabia que estava fazendo coisas ilegais! Eu pensei– eu pensei– estar apenas... sendo uma garota fofa com um traje de faxineira.{wi} Achei que era ... legal?,"Я не знала про це! Я гадала, я-- я гадала-- це просто... робота в милому костюмі покоївки?{wi} Що це було... кльово?","Я не знала, что это незаконно! Я думала... думала, что это просто... быть милой девушкой в костюме горничной?{wi} Что это... круто?",我當時不知道這是非法的！我認為—我以為—這{wi}只是當個可愛的女僕而已啊！
SAY.Final.179.Miss,,"Haha, I’ll never get over how cute you are.{wc}Ellie, you signed a contract when you first joined. Did you ever read it? You get to stay with me forever!","Haha, nunca vou superar o quão fofa você é.{wc}Ellie, você assinou um contrato quando aceitou o trabalho. Você sequer o leu? Você terá que ficar comigo para sempre!","Ха-ха, я ніколи не забуду, якою милою ти є.{wc}Еллі, коли ти тільки прийшла на цю роботу, то підписала угоду. Ти її взагалі читала? Ти повинна лишитися зі мною назавжди!","Хах, я никогда не перестану восхищаться, какая ты милая.{wc}Элли, ты подписала контракт, когда только присоединилась. Ты его вообще читала? Ты будешь со мной навсегда!",哈哈，我總是受不了這麼可愛的妳。{wc}艾莉，還記得當初妳加入時簽名的員工契約嗎？妳真的有仔細閱讀嗎？上面說妳將跟我一起待到永遠！
SAY.Final.180.Ellie,,..I don’t want to. I can report you..!,...Eu não quero. Eu posso te denunciar..!,...Я не хочу. Я можу Вас здати!..,..Я не хочу этого. Я могу сообщить о тебе..!,我不想！我一定可以把妳送進警察局的！
SAY.Final.181.Miss,,And how would you do that?{wc}I have way more I can hold over your head than you mine. Ever wonder what’s under my mask?,E como você faria isso?{wc}Eu tenho muito mais provas dos seus atos criminosos do que você tem dos meus. Alguma vez você se perguntou o que tem debaixo da minha máscara?,"І як ти це зробиш?{wc}Я маю проти тебе більше, ніж ти проти мене. Міркувала колись, що під моєю маскою?","А как ты собираешься это сделать?{wc}У меня есть гораздо больше, чем у тебя, что я могу использовать против тебя. Ты когда-нибудь задумывалась, что под моей маской?",有趣～妳要怎麼做呢？{wc}妳可是忘記誰有比較大的控制權歐。妳曾好奇過在我的面具下是怎麼樣的嗎？
SAY.Final.182.Ellie,,"...It doesn’t matter. I know your height, your name--","...Isso não importa. Eu sei sua altura, seu nome...","...Це не має значення. Я знаю Ваш зріст, Ваше ім’я--","...Это не имеет значения. Я знаю твой рост, твоё имя--",......我不管了！我知道妳的名字、你的高度......
SAY.Final.184.Miss,,"Sweetheart, I asked you to call me Miss for a reason. You don’t know my name.","Querida, eu te pedi para me chamar de Dona por um motivo. Você não sabe meu nome.","Люба, я же не дарма попросила називати мене Панною. Ти не знаєш мого імені.","Милая, я просила тебя называть меня мисс не просто так. Ты не знаешь моего имени.",親愛的，我讓妳叫我「小姐」也不是沒有原因的，妳也一定不知道我的真名。
SAY.Final.187.Ellie,,"...Your name isn't -- ?{wc}Ahh -- no, I don’t care.{wi}I don’t want to have anything to do with someone as messed up as you.","...Seu nome não é...?{wc}Ahh... não, eu não ligo. {wi}Eu não quero ter nenhuma relação com alguém tão perturbado quanto você.","...Вас звуть не-- ?{wc}А -- ні, мені байдуже. {wi}Я не хочу мати нічого спільного з такою потворною особою, як Ви.","..Твоё имя не -- ?{wc}Ах -- нет, мне всё равно.{wi}Не хочу иметь ничего общего с кем-то таким извращённым, как ты.",妳名字不是？{wc}啊—我不管！{wi}我真的不想要跟腐敗的妳扯上任何關係！
SAY.Final.186.Miss,,...Are you sure?,...Você tem certeza?,...Ти певна?,...Ты уверена?,......妳確定？
SAY.Final.297.Ellie,,"Yeah. Yeah, I don’t care what ‘corruption’ you say is in this world, I’m going to be a better person. You’re not the person I know.","Sim. Sim, eu não ligo para a corrupção que você diz que existe no mundo, eu vou ser uma pessoa melhor. Você não está agindo como a Dona que eu conheço.","Так. Так, я не хочу нічого знати про «зіпсутість» цього світу, про яку Ви говорите, я буду кращою людиною. Ви не та людина, яку я знала.","Да. Да, мне всё равно, что ты говоришь о ‘коррупции’ в этом мире, я буду лучшим человеком. Ты не та, кого я знаю.",對啦！我不管妳剛剛說的世界很遭的屁話！我會踏出那扇門，並且改過自新當個好人的！妳不是我所認識的「小姐」！
SAY.Final.296.Miss,,You don't see it?,Você não vê?,Ти не бачиш?,Ты не видишь этого?,妳還沒察覺到嗎？
SAY.Final.185.Ellie,,See what?,Não vejo o quê?,Не бачу що?,Что именно?,察覺什麼？
SAY.Final.188.Miss,,"The corruption right in front of you, from your politicians to your police force to your insulin prices?","A corrupção está bem na sua frente, desde os políticos até a força policial, até o preço da insulina.","Зіпсутість просто перед тобою, від політиків до поліції та цін на інсулін.","Коррупцию прямо перед тобой, от твоих политиков до полиции и цен на инсулин?",察覺正在妳眼前上演的各種貪腐啊！從政客到警察都無所不貪！
SAY.Final.189.Ellie,,I don’t even take insulin! And those are all things we can fix!,Eu nem uso insulina! E essas são todas coisas que podemos consertar!,Я навіть не приймаю інсулін! І всі ці речі можна виправити!,Я даже не принимаю инсулин! И все эти вещи мы можем исправить!,這些都是我們有機會修復好的啊！
SAY.Final.190.Miss,,"Do you want to leave, then? Go out that door and forever see the world with such a narrow mindset?","Você quer ir embora, então? Ir por aquela porta e continuar para sempre vendo o mundo com essa mentalidade tão limitada?",То ти хочеш втекти? Вийти за ці двері й усе життя дивитися на світ крізь призму такого вузького світогляду?,Ты хочешь уйти? Выйти через ту дверь и навсегда смотреть на мир с таким узким взглядом?,妳真心想離開？妳想要踏出那扇門並且永遠封閉在妳自己狹小的「世界」？
SAY.Final.192.Miss,,"Haa.. I thought you’d understand. This is a necessary evil. But sure, fine, {wi}I wouldn’t ever push you to do anything you don’t want to do.{wc}Consider your contract terminated.","Haa.. eu achei que você entenderia. Esse é um mal necessário. Mas claro, tudo bem,{wi} eu jamais te obrigaria a fazer algo que você não queira.{wc}Considere o seu contrato encerrado.","Ха... Я думала, ти второпаєш. Це необхідне зло. Та звісно, гаразд, {wi}я б ніколи не змусила робити тебе щось проти власної волі.{wc}Вважай, що угоду розірвано.","Ха... Я думала, ты поймёшь. Это необходимое зло. Но ладно, хорошо, {wi}я бы никогда не заставила тебя делать что-то, что ты не хочешь делать.{wc}Считай, что твой контракт расторгнут",哈...... 我還以為妳會了解的。我現在所作的說不上正義，但至少是為了我們這個社會或甚至整個國家的福祉所必須付出的必要之惡。好吧，{wi}我絕對不會強迫妳做任何違背妳自己心願的事。{wc}我就發揮我的良心讓妳把我們之間的契約中止吧。
SAY.Final.191.,,"{i}She walks by me like she’s going to open the door for me. {wi}I let go of a breath I didn’t know I was holding.{wc}And then in a flash of silver, I go into shock for the second time that night.","{i}Ela passa por mim como se fosse abrir a porta para eu ir embora.{wi} Eu deixo escapar um suspiro que eu não sabia que estava segurando.{wc}Então, num piscar de olhos, eu entro em choque pela segunda vez naquela noite.","{i}Вона проходить повз мене, неначе хоче відчинити двері. {wi}Нарешті я видихнула.{wc}А потім у сріблястому спалаху мене вдруге проймає шок.","{i}Она проходит мимо меня, как будто собирается открыть для меня дверь. {wi}Я выпускаю дыхание, о котором даже не знала, что сдерживаю.{wc}А потом, в мгновение ока, я снова испытываю шок второй раз за эту ночь.",{i}她漸漸走向我，好似要為我開門。{wi}我終於鬆了一口不知為什麼一直憋著的氣。{wc}不過正當我一放鬆，一道銀色的光輝又讓我再次倍受驚恐。
SAY.Final.199.,,"{i}My throat.{wc}I try to speak, to scream, but the signature smell and flow of blood choke up my mouth. {wi}It’s painful. It’s so painful. I’m drowning.{wc}Miss, it hurts, Miss -- but oh, I guess that’s not your real name, is it? {wi}How could you do this?{wi} What did I do? {wc}I can’t believe I ever trusted you. I thought we had something. But now I’ll die hating you.","{i}Minha garganta.{wc}Eu tento gritar, mas minha boca se enche de algo, e logo sobe o cheiro inconfundível de sangue. {wi}É doloroso. É doloroso demais. Estou me afogando. {wc}Dona, isso dói, Dona... mas ah, acho que esse não é seu nome, não é? {wi}Como você pôde? {wi}O que eu fiz?{wc}Eu não posso acreditar que confiei em você. Eu achei que tínhamos algo. Mas agora morrerei te odiando.","{i}Моє горло.{wc}Я намагаюся говорити, кричати, та виразний запах і потік крові здавлюють мій голос. {wi}Боляче. Дуже боляче. Я потопаю.{wc}Панно, мені боляче, Панно -- але гай-гай, гадаю, це не твоє справжнє ім’я? {wi}Як ти могла таке вчинити?{wi} Що я накоїла? {wc}Не можу повірити, що колись довірилась тобі. Я гадала, між нами щось є. Але тепер я помру з ненавистю до тебе.","{i}Моё горло.{wc}Я пытаюсь говорить, кричать, но характерный запах и поток крови перекрывают мою глотку. {wi}Больно. Так больно. Я тону.{wc}Мисс, мне больно, Мисс — но о, наверное, это не твоё настоящее имя, да? {wi}Как ты могла это сделать? {wi}Что я сделала? {wc}Не могу поверить, что когда-то доверяла тебе. Я думала, у нас было что-то. А теперь я умру, ненавидя тебя.",{i}我的喉嚨。{wc}我試著說話、尖叫、用我最後的力氣尋求幫助，但一次又一次我的喉嚨陷在極度的疼痛中，伴隨著一絲鮮血的味道。{wi}真他媽痛。幹他媽真痛。我要淹死了。{wc}小姐，我好痛啊，小姐—但我在猜這也不是妳的真名吧？{wi}為什麼妳要這麼做？{wi}我到底做錯了什麼？{wc}我真不敢相信我以前竟然會相信眼前這麼糟糕的妳。我以為我們將會永遠快樂地在一起。但我將咬著悔恨，一輩子厭惡妳。呵呵，我將下地獄，但我也很期待有天也再次在那裡看到妳啊～
